codepage;CollationID;name;description
0;139580;Divehi_90_CS_AI_KS_WS_SC;Divehi-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
950;139582;Chinese_Hong_Kong_Stroke_90_CS_AI_KS_WS_SC;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
949;139584;Korean_90_CS_AI_KS_WS_SC;Korean-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
65001;139696;Japanese_90_CS_AI_KS_WS_SC_UTF8;Japanese-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139697;Chinese_PRC_90_CS_AI_KS_WS_SC_UTF8;Chinese-PRC-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139698;Chinese_PRC_Stroke_90_CS_AI_KS_WS_SC_UTF8;Chinese-PRC-Stroke-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139699;Chinese_Taiwan_Bopomofo_90_CS_AI_KS_WS_SC_UTF8;Chinese-Taiwan-Bopomofo-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139700;Chinese_Taiwan_Stroke_90_CS_AI_KS_WS_SC_UTF8;Chinese-Taiwan-Stroke-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139701;Indic_General_90_CS_AI_KS_WS_SC_UTF8;Indic-General-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139703;Kazakh_90_CS_AI_KS_WS_SC_UTF8;Kazakh-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139704;Uzbek_Latin_90_CS_AI_KS_WS_SC_UTF8;Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139705;Tatar_90_CS_AI_KS_WS_SC_UTF8;Tatar-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139706;Macedonian_FYROM_90_CS_AI_KS_WS_SC_UTF8;Macedonian-FYROM-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139707;Syriac_90_CS_AI_KS_WS_SC_UTF8;Syriac-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139708;Divehi_90_CS_AI_KS_WS_SC_UTF8;Divehi-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139710;Chinese_Hong_Kong_Stroke_90_CS_AI_KS_WS_SC_UTF8;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;139712;Korean_90_CS_AI_KS_WS_SC_UTF8;Korean-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
932;143408;Japanese_90_CI_AI_KS_WS;Japanese-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
936;143409;Chinese_PRC_90_CI_AI_KS_WS;Chinese-PRC-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
936;143410;Chinese_PRC_Stroke_90_CI_AI_KS_WS;Chinese-PRC-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
950;143411;Chinese_Taiwan_Bopomofo_90_CI_AI_KS_WS;Chinese-Taiwan-Bopomofo-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
950;143412;Chinese_Taiwan_Stroke_90_CI_AI_KS_WS;Chinese-Taiwan-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
0;143413;Indic_General_90_CI_AI_KS_WS;Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
1251;143415;Kazakh_90_CI_AI_KS_WS;Kazakh-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
1254;143416;Uzbek_Latin_90_CI_AI_KS_WS;Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
1251;143417;Tatar_90_CI_AI_KS_WS;Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
1251;143418;Macedonian_FYROM_90_CI_AI_KS_WS;Macedonian-FYROM-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
0;143419;Syriac_90_CI_AI_KS_WS;Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
0;143420;Divehi_90_CI_AI_KS_WS;Divehi-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
950;143422;Chinese_Hong_Kong_Stroke_90_CI_AI_KS_WS;Chinese-Hong-Kong-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
949;143424;Korean_90_CI_AI_KS_WS;Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
932;143664;Japanese_90_CI_AI_KS_WS_SC;Japanese-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
936;143665;Chinese_PRC_90_CI_AI_KS_WS_SC;Chinese-PRC-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
936;143666;Chinese_PRC_Stroke_90_CI_AI_KS_WS_SC;Chinese-PRC-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
950;143667;Chinese_Taiwan_Bopomofo_90_CI_AI_KS_WS_SC;Chinese-Taiwan-Bopomofo-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
950;143668;Chinese_Taiwan_Stroke_90_CI_AI_KS_WS_SC;Chinese-Taiwan-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
0;143669;Indic_General_90_CI_AI_KS_WS_SC;Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
1251;143671;Kazakh_90_CI_AI_KS_WS_SC;Kazakh-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
1254;143672;Uzbek_Latin_90_CI_AI_KS_WS_SC;Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
1251;143673;Tatar_90_CI_AI_KS_WS_SC;Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
1251;143674;Macedonian_FYROM_90_CI_AI_KS_WS_SC;Macedonian-FYROM-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
0;143675;Syriac_90_CI_AI_KS_WS_SC;Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
0;143676;Divehi_90_CI_AI_KS_WS_SC;Divehi-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
950;143678;Chinese_Hong_Kong_Stroke_90_CI_AI_KS_WS_SC;Chinese-Hong-Kong-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
949;143680;Korean_90_CI_AI_KS_WS_SC;Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
65001;143792;Japanese_90_CI_AI_KS_WS_SC_UTF8;Japanese-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143793;Chinese_PRC_90_CI_AI_KS_WS_SC_UTF8;Chinese-PRC-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143794;Chinese_PRC_Stroke_90_CI_AI_KS_WS_SC_UTF8;Chinese-PRC-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143795;Chinese_Taiwan_Bopomofo_90_CI_AI_KS_WS_SC_UTF8;Chinese-Taiwan-Bopomofo-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143796;Chinese_Taiwan_Stroke_90_CI_AI_KS_WS_SC_UTF8;Chinese-Taiwan-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143797;Indic_General_90_CI_AI_KS_WS_SC_UTF8;Indic-General-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143799;Kazakh_90_CI_AI_KS_WS_SC_UTF8;Kazakh-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143800;Uzbek_Latin_90_CI_AI_KS_WS_SC_UTF8;Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143801;Tatar_90_CI_AI_KS_WS_SC_UTF8;Tatar-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143802;Macedonian_FYROM_90_CI_AI_KS_WS_SC_UTF8;Macedonian-FYROM-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143803;Syriac_90_CI_AI_KS_WS_SC_UTF8;Syriac-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143804;Divehi_90_CI_AI_KS_WS_SC_UTF8;Divehi-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143806;Chinese_Hong_Kong_Stroke_90_CI_AI_KS_WS_SC_UTF8;Chinese-Hong-Kong-Stroke-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
65001;143808;Korean_90_CI_AI_KS_WS_SC_UTF8;Korean-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters, UTF8
932;147504;Japanese_90_CS_AS_WS;Japanese-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
936;147505;Chinese_PRC_90_CS_AS_WS;Chinese-PRC-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
936;147506;Chinese_PRC_Stroke_90_CS_AS_WS;Chinese-PRC-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
950;147507;Chinese_Taiwan_Bopomofo_90_CS_AS_WS;Chinese-Taiwan-Bopomofo-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
950;147508;Chinese_Taiwan_Stroke_90_CS_AS_WS;Chinese-Taiwan-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
0;147509;Indic_General_90_CS_AS_WS;Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1251;147511;Kazakh_90_CS_AS_WS;Kazakh-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1254;147512;Uzbek_Latin_90_CS_AS_WS;Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1251;147513;Tatar_90_CS_AS_WS;Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1251;147514;Macedonian_FYROM_90_CS_AS_WS;Macedonian-FYROM-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
0;147515;Syriac_90_CS_AS_WS;Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
0;147516;Divehi_90_CS_AS_WS;Divehi-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
950;147518;Chinese_Hong_Kong_Stroke_90_CS_AS_WS;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
949;147520;Korean_90_CS_AS_WS;Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
932;147760;Japanese_90_CS_AS_WS_SC;Japanese-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
936;147761;Chinese_PRC_90_CS_AS_WS_SC;Chinese-PRC-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
936;147762;Chinese_PRC_Stroke_90_CS_AS_WS_SC;Chinese-PRC-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;147763;Chinese_Taiwan_Bopomofo_90_CS_AS_WS_SC;Chinese-Taiwan-Bopomofo-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;147764;Chinese_Taiwan_Stroke_90_CS_AS_WS_SC;Chinese-Taiwan-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;147765;Indic_General_90_CS_AS_WS_SC;Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;147767;Kazakh_90_CS_AS_WS_SC;Kazakh-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1254;147768;Uzbek_Latin_90_CS_AS_WS_SC;Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;147769;Tatar_90_CS_AS_WS_SC;Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;147770;Macedonian_FYROM_90_CS_AS_WS_SC;Macedonian-FYROM-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;147771;Syriac_90_CS_AS_WS_SC;Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;147772;Divehi_90_CS_AS_WS_SC;Divehi-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;147774;Chinese_Hong_Kong_Stroke_90_CS_AS_WS_SC;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
949;147776;Korean_90_CS_AS_WS_SC;Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
65001;147888;Japanese_90_CS_AS_WS_SC_UTF8;Japanese-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147889;Chinese_PRC_90_CS_AS_WS_SC_UTF8;Chinese-PRC-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147890;Chinese_PRC_Stroke_90_CS_AS_WS_SC_UTF8;Chinese-PRC-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147891;Chinese_Taiwan_Bopomofo_90_CS_AS_WS_SC_UTF8;Chinese-Taiwan-Bopomofo-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147892;Chinese_Taiwan_Stroke_90_CS_AS_WS_SC_UTF8;Chinese-Taiwan-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147893;Indic_General_90_CS_AS_WS_SC_UTF8;Indic-General-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147895;Kazakh_90_CS_AS_WS_SC_UTF8;Kazakh-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147896;Uzbek_Latin_90_CS_AS_WS_SC_UTF8;Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147897;Tatar_90_CS_AS_WS_SC_UTF8;Tatar-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147898;Macedonian_FYROM_90_CS_AS_WS_SC_UTF8;Macedonian-FYROM-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147899;Syriac_90_CS_AS_WS_SC_UTF8;Syriac-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147900;Divehi_90_CS_AS_WS_SC_UTF8;Divehi-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147902;Chinese_Hong_Kong_Stroke_90_CS_AS_WS_SC_UTF8;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;147904;Korean_90_CS_AS_WS_SC_UTF8;Korean-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
932;151600;Japanese_90_CI_AS_WS;Japanese-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
936;151601;Chinese_PRC_90_CI_AS_WS;Chinese-PRC-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
936;151602;Chinese_PRC_Stroke_90_CI_AS_WS;Chinese-PRC-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
950;151603;Chinese_Taiwan_Bopomofo_90_CI_AS_WS;Chinese-Taiwan-Bopomofo-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
950;151604;Chinese_Taiwan_Stroke_90_CI_AS_WS;Chinese-Taiwan-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
0;151605;Indic_General_90_CI_AS_WS;Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1251;151607;Kazakh_90_CI_AS_WS;Kazakh-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1254;151608;Uzbek_Latin_90_CI_AS_WS;Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1251;151609;Tatar_90_CI_AS_WS;Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
1251;151610;Macedonian_FYROM_90_CI_AS_WS;Macedonian-FYROM-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
0;151611;Syriac_90_CI_AS_WS;Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
0;151612;Divehi_90_CI_AS_WS;Divehi-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
950;151614;Chinese_Hong_Kong_Stroke_90_CI_AS_WS;Chinese-Hong-Kong-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
949;151616;Korean_90_CI_AS_WS;Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
932;151856;Japanese_90_CI_AS_WS_SC;Japanese-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
936;151857;Chinese_PRC_90_CI_AS_WS_SC;Chinese-PRC-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
936;151858;Chinese_PRC_Stroke_90_CI_AS_WS_SC;Chinese-PRC-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;151859;Chinese_Taiwan_Bopomofo_90_CI_AS_WS_SC;Chinese-Taiwan-Bopomofo-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;151860;Chinese_Taiwan_Stroke_90_CI_AS_WS_SC;Chinese-Taiwan-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;151861;Indic_General_90_CI_AS_WS_SC;Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;151863;Kazakh_90_CI_AS_WS_SC;Kazakh-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1254;151864;Uzbek_Latin_90_CI_AS_WS_SC;Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;151865;Tatar_90_CI_AS_WS_SC;Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;151866;Macedonian_FYROM_90_CI_AS_WS_SC;Macedonian-FYROM-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;151867;Syriac_90_CI_AS_WS_SC;Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;151868;Divehi_90_CI_AS_WS_SC;Divehi-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;151870;Chinese_Hong_Kong_Stroke_90_CI_AS_WS_SC;Chinese-Hong-Kong-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
949;151872;Korean_90_CI_AS_WS_SC;Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
65001;151984;Japanese_90_CI_AS_WS_SC_UTF8;Japanese-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151985;Chinese_PRC_90_CI_AS_WS_SC_UTF8;Chinese-PRC-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151986;Chinese_PRC_Stroke_90_CI_AS_WS_SC_UTF8;Chinese-PRC-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151987;Chinese_Taiwan_Bopomofo_90_CI_AS_WS_SC_UTF8;Chinese-Taiwan-Bopomofo-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151988;Chinese_Taiwan_Stroke_90_CI_AS_WS_SC_UTF8;Chinese-Taiwan-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151989;Indic_General_90_CI_AS_WS_SC_UTF8;Indic-General-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151991;Kazakh_90_CI_AS_WS_SC_UTF8;Kazakh-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151992;Uzbek_Latin_90_CI_AS_WS_SC_UTF8;Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151993;Tatar_90_CI_AS_WS_SC_UTF8;Tatar-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151994;Macedonian_FYROM_90_CI_AS_WS_SC_UTF8;Macedonian-FYROM-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151995;Syriac_90_CI_AS_WS_SC_UTF8;Syriac-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151996;Divehi_90_CI_AS_WS_SC_UTF8;Divehi-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;151998;Chinese_Hong_Kong_Stroke_90_CI_AS_WS_SC_UTF8;Chinese-Hong-Kong-Stroke-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;152000;Korean_90_CI_AS_WS_SC_UTF8;Korean-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
932;155696;Japanese_90_CS_AI_WS;Japanese-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
936;155697;Chinese_PRC_90_CS_AI_WS;Chinese-PRC-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
936;155698;Chinese_PRC_Stroke_90_CS_AI_WS;Chinese-PRC-Stroke-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
950;155699;Chinese_Taiwan_Bopomofo_90_CS_AI_WS;Chinese-Taiwan-Bopomofo-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
950;155700;Chinese_Taiwan_Stroke_90_CS_AI_WS;Chinese-Taiwan-Stroke-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
0;155701;Indic_General_90_CS_AI_WS;Indic-General-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
1251;155703;Kazakh_90_CS_AI_WS;Kazakh-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
1254;155704;Uzbek_Latin_90_CS_AI_WS;Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
1251;155705;Tatar_90_CS_AI_WS;Tatar-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
1251;155706;Macedonian_FYROM_90_CS_AI_WS;Macedonian-FYROM-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
0;155707;Syriac_90_CS_AI_WS;Syriac-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
0;155708;Divehi_90_CS_AI_WS;Divehi-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
950;155710;Chinese_Hong_Kong_Stroke_90_CS_AI_WS;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
949;155712;Korean_90_CS_AI_WS;Korean-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
932;155952;Japanese_90_CS_AI_WS_SC;Japanese-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
936;155953;Chinese_PRC_90_CS_AI_WS_SC;Chinese-PRC-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
936;155954;Chinese_PRC_Stroke_90_CS_AI_WS_SC;Chinese-PRC-Stroke-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;155955;Chinese_Taiwan_Bopomofo_90_CS_AI_WS_SC;Chinese-Taiwan-Bopomofo-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;155956;Chinese_Taiwan_Stroke_90_CS_AI_WS_SC;Chinese-Taiwan-Stroke-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;155957;Indic_General_90_CS_AI_WS_SC;Indic-General-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;155959;Kazakh_90_CS_AI_WS_SC;Kazakh-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
1254;155960;Uzbek_Latin_90_CS_AI_WS_SC;Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;155961;Tatar_90_CS_AI_WS_SC;Tatar-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
1251;155962;Macedonian_FYROM_90_CS_AI_WS_SC;Macedonian-FYROM-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;155963;Syriac_90_CS_AI_WS_SC;Syriac-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
0;155964;Divehi_90_CS_AI_WS_SC;Divehi-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
950;155966;Chinese_Hong_Kong_Stroke_90_CS_AI_WS_SC;Chinese-Hong-Kong-Stroke-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
949;155968;Korean_90_CS_AI_WS_SC;Korean-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
65001;156080;Japanese_90_CS_AI_WS_SC_UTF8;Japanese-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;156081;Chinese_PRC_90_CS_AI_WS_SC_UTF8;Chinese-PRC-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
